spot,Flags,Column,Row,Name,ID,RefNumber,c253295110048_ar2_jun1912_A_SL,c253295110048_ar1_jun1912_B_SL,c253295110048_ar4_jun1912_C_SL,c253295110048_ar3_jun1912_A_L,c253295110048_ar6_jun1912_B_L,c253295110048_ar5_jun1912_C_L,c253295110048_ar8_jun1912_A_C,c253295110048_ar7_jun1912_B_C,c253295110054_ar2_jul1112_C_C
6175,0,60,11,222785609_EZ014121.1_933-1421,CUST_36_PI426226825,6063,1,3,1,-1,-2,0,-1,-3,2
6176,0,84,34,222785609_EZ014121.1_933-1421,CUST_34_PI426226825,2034,2,4,1,-1,1,2,0,2,3
6177,0,53,44,222785609_EZ014121.1_933-1421,CUST_34_PI426226825,7113,-2,3,0,0,-1,3,0,2,-1
6178,0,96,66,222785609_EZ014121.1_933-1421,CUST_36_PI426226825,50,2,4,0,1,1,7,1,0,0
6179,0,44,67,222785609_EZ014121.1_933-1421,CUST_35_PI426226825,8659,1,1,-1,1,1,3,-1,1,1
6180,0,46,79,222785609_EZ014121.1_933-1421,CUST_35_PI426226825,8325,2,3,0,1,0,1,-1,0,0
6181,0,91,91,222785609_EZ014121.1_933-1421,CUST_35_PI426226825,939,-8,1,-1,-1,0,3,-1,1,0
6182,0,35,116,222785609_EZ014121.1_933-1421,CUST_34_PI426226825,10029,0,-7,-1,1,0,1,-1,1,-13
6183,0,1,127,222785609_EZ014121.1_933-1421,CUST_36_PI426226825,15681,1,4,1,0,1,1,0,0,1
6184,0,17,4,222785618_EZ014130.1_282-899,CUST_123_PI426266349,13037,3,1,1,-1,-1,0,0,1,-9
6185,0,50,49,222785618_EZ014130.1_282-899,CUST_122_PI426266349,7684,-2,2,1,-3,0,0,-1,3,-8
6186,0,1,66,222785618_EZ014130.1_282-899,CUST_122_PI426266349,15630,1,2,0,1,0,1,0,1,-1
6187,0,16,69,222785618_EZ014130.1_282-899,CUST_123_PI426266349,13250,2,-2,-1,1,1,1,-1,0,0
6188,0,21,98,222785618_EZ014130.1_282-899,CUST_121_PI426266349,12334,2,2,2,-2,0,-5,-2,-2,0
6189,0,27,114,222785618_EZ014130.1_282-899,CUST_122_PI426266349,11342,2,1,-10,0,0,2,1,-2,-2
6190,0,84,130,222785618_EZ014130.1_282-899,CUST_121_PI426266349,1986,3,-9,-1,0,1,2,1,0,-2
6191,0,81,132,222785618_EZ014130.1_282-899,CUST_121_PI426266349,2477,2,2,0,0,-1,2,0,-1,0
6192,0,31,141,222785618_EZ014130.1_282-899,CUST_123_PI426266349,10754,2,2,-1,-1,-1,2,2,-2,0
6193,0,24,80,222785618_EZ014130.1_388-510,CUST_126_PI426266349,11851,0,-1,0,1,-5,-3,-1,1,-4
6194,0,40,102,222785618_EZ014130.1_388-510,CUST_126_PI426266349,9216,1,3,2,2,1,1,-1,-2,0
6195,0,79,151,222785618_EZ014130.1_388-510,CUST_126_PI426266349,2877,3,3,-2,0,1,2,0,-11,0
6196,0,27,7,222785618_EZ014130.1_70-384,CUST_129_PI426266349,11477,2,1,-3,1,0,2,1,1,-1
6197,0,44,17,222785618_EZ014130.1_70-384,CUST_127_PI426266349,8684,0,6,-2,3,0,-1,2,1,2
6198,0,79,109,222785618_EZ014130.1_70-384,CUST_127_PI426266349,2898,-1,6,-1,-3,0,-3,2,1,-1
6199,0,63,125,222785618_EZ014130.1_70-384,CUST_129_PI426266349,5514,0,-2,0,0,0,1,-2,0,1
6200,0,94,136,222785618_EZ014130.1_70-384,CUST_129_PI426266349,343,1,-2,-1,1,-1,2,0,2,2
6201,0,60,146,222785618_EZ014130.1_70-384,CUST_127_PI426266349,5914,1,6,1,-1,-1,-1,0,1,-1
6202,0,94,8,222785618_EZ014130.1_70-899,CUST_131_PI426266349,407,3,3,-2,3,-1,4,2,2,1
6203,0,11,16,222785618_EZ014130.1_70-899,CUST_130_PI426266349,14015,2,0,0,-2,-1,3,-1,1,1
6204,0,5,28,222785618_EZ014130.1_70-899,CUST_130_PI426266349,14993,0,1,0,0,1,4,-1,0,1
6205,0,74,47,222785618_EZ014130.1_70-899,CUST_131_PI426266349,3749,0,1,1,-2,1,1,0,1,0
6206,0,92,98,222785618_EZ014130.1_70-899,CUST_131_PI426266349,690,1,2,1,0,1,2,-7,-1,1
6207,0,40,104,222785618_EZ014130.1_70-899,CUST_132_PI426266349,9215,2,0,1,1,0,1,1,2,0
6208,0,72,120,222785618_EZ014130.1_70-899,CUST_130_PI426266349,3959,3,-3,-2,0,2,3,1,1,1
6209,0,27,128,222785618_EZ014130.1_70-899,CUST_132_PI426266349,11335,-3,-1,3,0,-2,3,-1,1,1
6210,0,34,156,222785618_EZ014130.1_70-899,CUST_132_PI426266349,10173,1,0,-1,-2,1,1,-1,1,0
6211,0,51,2,222785649_EZ014161.1_275-1151,CUST_930_PI426227498,7462,4,3,-1,0,0,1,0,1,0
6212,0,18,22,222785649_EZ014161.1_275-1151,CUST_930_PI426227498,12864,1,2,-1,0,0,0,1,0,1
6213,0,7,43,222785649_EZ014161.1_275-1151,CUST_931_PI426227498,14739,1,3,4,0,0,-1,-1,1,1
6214,0,95,43,222785649_EZ014161.1_275-1151,CUST_931_PI426227498,307,-7,4,0,2,1,3,1,1,-1
6215,0,46,71,222785649_EZ014161.1_275-1151,CUST_930_PI426227498,8329,3,9,2,2,0,0,0,3,0
6216,0,90,89,222785649_EZ014161.1_275-1151,CUST_929_PI426227498,1104,2,-6,-1,0,1,1,0,-4,1
6217,0,6,107,222785649_EZ014161.1_275-1151,CUST_929_PI426227498,14871,2,2,0,0,-4,4,1,1,2
6218,0,5,123,222785649_EZ014161.1_275-1151,CUST_929_PI426227498,15027,-1,0,0,0,1,-1,0,-1,0
6219,0,45,145,222785649_EZ014161.1_275-1151,CUST_931_PI426227498,8456,1,1,0,0,1,3,-3,2,2
6220,0,47,15,222785649_EZ014161.1_275-580,CUST_932_PI426227498,8193,2,3,-1,5,0,1,2,-1,0
6221,0,89,21,222785649_EZ014161.1_275-580,CUST_934_PI426227498,1302,1,2,0,1,1,2,0,1,-1
6222,0,23,106,222785649_EZ014161.1_275-580,CUST_932_PI426227498,12002,1,0,0,1,1,-1,-1,-5,0
6223,0,14,109,222785649_EZ014161.1_275-580,CUST_932_PI426227498,13558,-1,1,1,-1,0,-1,0,1,1
6224,0,36,117,222785649_EZ014161.1_275-580,CUST_934_PI426227498,9946,-2,-8,-5,0,-3,-2,-1,0,0
6225,0,6,135,222785649_EZ014161.1_275-580,CUST_934_PI426227498,14857,0,0,0,-2,-2,-1,-1,9,1
6226,0,86,43,222785649_EZ014161.1_384-515,CUST_937_PI426227498,1783,1,-4,1,0,2,1,1,1,2
6227,0,31,99,222785649_EZ014161.1_384-515,CUST_937_PI426227498,10775,-1,0,0,-1,2,-1,-1,2,1
6228,0,44,118,222785649_EZ014161.1_384-515,CUST_937_PI426227498,8552,1,1,-1,2,1,-1,2,-5,-3
6229,0,45,36,222785649_EZ014161.1_714-1151,CUST_940_PI426227498,8429,0,0,-1,-1,-1,1,-1,-2,0
6230,0,10,51,222785649_EZ014161.1_714-1151,CUST_938_PI426227498,14243,-13,-2,1,1,-13,-25,-1,-5,0
6231,0,11,71,222785649_EZ014161.1_714-1151,CUST_938_PI426227498,14069,1,7,0,2,-2,3,-1,0,-1
6232,0,40,111,222785649_EZ014161.1_714-1151,CUST_940_PI426227498,9293,-2,-1,-1,0,0,1,-2,1,0
6233,0,35,138,222785649_EZ014161.1_714-1151,CUST_938_PI426227498,10018,3,8,-1,1,-2,7,0,1,-2
6234,0,23,145,222785649_EZ014161.1_714-1151,CUST_940_PI426227498,12064,-1,1,-3,-1,-1,1,2,-1,0
6235,0,15,13,222785649_EZ014161.1_721-897,CUST_943_PI426227498,13442,1,1,0,-2,-1,1,-1,0,-2
6236,0,37,86,222785649_EZ014161.1_721-897,CUST_943_PI426227498,9716,0,1,2,2,-2,-2,1,1,0
6237,0,46,86,222785649_EZ014161.1_721-897,CUST_943_PI426227498,8240,-8,-1,0,-2,2,1,-1,-1,1
6238,0,73,12,222785652_EZ014164.1_87-218,CUST_9_PI426226868,3849,-14,7,2,-1,1,0,0,1,1
6239,0,56,31,222785652_EZ014164.1_87-218,CUST_9_PI426226868,6709,4,4,1,0,0,1,1,0,-2
6240,0,30,61,222785652_EZ014164.1_87-218,CUST_9_PI426226868,10958,2,3,0,2,1,2,-3,-1,-4
6241,0,46,31,222785658_EZ014170.1_12-116,CUST_102_PI426266317,8349,0,0,0,2,-1,0,1,0,0
6242,0,51,127,222785658_EZ014170.1_12-116,CUST_102_PI426266317,7481,0,3,0,-3,-1,0,0,1,2
6243,0,16,137,222785658_EZ014170.1_12-116,CUST_102_PI426266317,13216,1,2,1,-2,1,0,0,-1,1
6244,0,32,23,222785658_EZ014170.1_12-163,CUST_105_PI426266317,10649,1,3,0,0,0,0,-1,0,0
6245,0,74,69,222785658_EZ014170.1_12-163,CUST_105_PI426266317,3738,2,0,1,-2,-1,1,0,1,1
6246,0,26,88,222785658_EZ014170.1_12-163,CUST_105_PI426266317,11519,-1,-1,1,1,0,0,3,1,0
6247,0,8,43,222785658_EZ014170.1_26-163,CUST_108_PI426266317,14575,1,-1,1,-3,-1,-6,-1,0,2
6248,0,91,62,222785658_EZ014170.1_26-163,CUST_108_PI426266317,872,3,2,1,0,-1,0,0,-2,0
6249,0,49,89,222785658_EZ014170.1_26-163,CUST_108_PI426266317,7828,0,-2,-3,-2,0,-2,-1,1,-7
6250,0,81,131,222785658_EZ014170.1_40-150,CUST_111_PI426266317,2559,1,-19,0,0,0,3,-1,1,-1
6251,0,47,158,222785658_EZ014170.1_40-150,CUST_111_PI426266317,8040,-1,-5,1,2,1,0,1,0,1
6252,0,36,163,222785658_EZ014170.1_40-150,CUST_111_PI426266317,9923,0,5,2,1,2,-1,0,-1,1
6253,0,81,3,222785660_EZ014172.1_128-1081,CUST_328_PI426227486,2623,-1,1,-2,1,0,-4,0,0,-1
6254,0,20,5,222785660_EZ014172.1_128-1081,CUST_329_PI426227486,12626,0,3,0,2,0,-1,0,0,0
6255,0,41,29,222785660_EZ014172.1_128-1081,CUST_329_PI426227486,9170,2,0,0,0,0,1,1,0,1
6256,0,10,53,222785660_EZ014172.1_128-1081,CUST_328_PI426227486,14242,1,4,0,0,-3,-26,-1,1,1
6257,0,87,56,222785660_EZ014172.1_128-1081,CUST_330_PI426227486,1531,0,6,1,1,0,0,1,-1,0
6258,0,35,119,222785660_EZ014172.1_128-1081,CUST_330_PI426227486,10109,-1,13,1,-1,1,4,0,1,1
6259,0,91,127,222785660_EZ014172.1_128-1081,CUST_329_PI426227486,921,-4,-2,1,-1,1,-5,0,4,0
6260,0,15,128,222785660_EZ014172.1_128-1081,CUST_328_PI426227486,13303,-2,-1,1,0,0,2,-1,1,2
6261,0,52,146,222785660_EZ014172.1_128-1081,CUST_330_PI426227486,7226,3,6,0,2,1,0,1,0,-2
6262,0,51,21,222785663_EZ014175.1_10-1280,CUST_332_PI426227486,7534,1,3,3,2,0,0,-2,0,-4
6263,0,77,36,222785663_EZ014175.1_10-1280,CUST_332_PI426227486,3181,-1,1,1,-1,-1,0,0,-2,1
6264,0,15,68,222785663_EZ014175.1_10-1280,CUST_333_PI426227486,13333,-1,2,1,0,1,2,1,-2,1
6265,0,3,86,222785663_EZ014175.1_10-1280,CUST_331_PI426227486,15292,-2,-1,-1,1,-1,1,2,0,2
6266,0,43,92,222785663_EZ014175.1_10-1280,CUST_332_PI426227486,8729,2,4,0,2,-1,1,1,0,1
6267,0,10,104,222785663_EZ014175.1_10-1280,CUST_333_PI426227486,14135,1,2,1,-3,1,3,3,-1,0
6268,0,7,110,222785663_EZ014175.1_10-1280,CUST_333_PI426227486,14624,-7,3,-5,1,1,1,-1,-7,0
6269,0,73,134,222785663_EZ014175.1_10-1280,CUST_331_PI426227486,3788,-1,-3,-1,0,0,0,0,0,1
6270,0,90,158,222785663_EZ014175.1_10-1280,CUST_331_PI426227486,988,2,-21,0,-1,2,-2,0,3,0
6271,0,82,28,222785672_EZ014184.1_37-312,CUST_336_PI426227486,2365,2,-5,-2,1,1,2,1,1,0
6272,0,36,125,222785672_EZ014184.1_37-312,CUST_336_PI426227486,9942,1,3,0,0,0,2,-1,-2,0
6273,0,78,145,222785672_EZ014184.1_37-312,CUST_336_PI426227486,3044,0,0,1,0,0,0,0,2,-1
6274,0,14,49,222785689_EZ014201.1_136-654,CUST_18_PI426266360,13588,3,2,1,-1,-1,0,0,1,-1
6275,0,46,100,222785689_EZ014201.1_136-654,CUST_18_PI426266360,8233,1,-2,-2,-2,1,1,0,1,2
6276,0,27,121,222785689_EZ014201.1_136-654,CUST_16_PI426266360,11420,2,4,2,2,0,2,1,0,0
6277,0,96,131,222785689_EZ014201.1_136-654,CUST_16_PI426266360,99,3,5,1,2,1,0,0,0,1
6278,0,66,155,222785689_EZ014201.1_136-654,CUST_18_PI426266360,5007,0,4,0,2,0,1,2,0,-3
6279,0,54,156,222785689_EZ014201.1_136-654,CUST_16_PI426266360,6893,-3,5,0,2,-1,0,-1,0,-1
6280,0,75,27,222785709_EZ014207.1_734-913,CUST_66_PI426245467,3595,1,4,1,0,-1,-1,0,-1,0
6281,0,50,90,222785709_EZ014207.1_734-913,CUST_66_PI426245467,7582,0,2,1,1,-1,-1,1,1,1
6282,0,65,121,222785709_EZ014207.1_734-913,CUST_66_PI426245467,5188,0,0,-1,-1,-2,1,1,0,1
6283,0,26,3,222785709_EZ014207.1_94-555,CUST_69_PI426245467,11643,3,4,2,0,0,1,1,-1,0
6284,0,41,86,222785709_EZ014207.1_94-555,CUST_67_PI426245467,9060,0,-1,0,-1,0,0,2,-1,0
6285,0,22,98,222785709_EZ014207.1_94-555,CUST_69_PI426245467,12170,1,-1,0,0,-1,-1,-1,-1,0
6286,0,2,121,222785709_EZ014207.1_94-555,CUST_67_PI426245467,15520,0,1,0,-1,0,3,1,1,0
6287,0,53,133,222785709_EZ014207.1_94-555,CUST_67_PI426245467,7150,0,0,1,0,1,2,1,1,-23
6288,0,14,151,222785709_EZ014207.1_94-555,CUST_69_PI426245467,13537,-1,-3,0,1,1,1,1,-24,0
6289,0,21,13,222785709_EZ014207.1_94-913,CUST_108_PI426245467,12458,2,0,1,0,2,3,0,-1,1
6290,0,75,44,222785709_EZ014207.1_94-913,CUST_107_PI426245467,3505,0,-3,-1,0,-2,1,0,0,1
6291,0,76,57,222785709_EZ014207.1_94-913,CUST_108_PI426245467,3416,1,3,2,0,2,3,0,1,0
6292,0,69,80,222785709_EZ014207.1_94-913,CUST_107_PI426245467,4471,-5,-3,0,3,1,-1,-1,-5,0
6293,0,49,90,222785709_EZ014207.1_94-913,CUST_106_PI426245467,7746,0,2,2,-4,-1,-1,-1,2,-2
6294,0,31,95,222785709_EZ014207.1_94-913,CUST_108_PI426245467,10777,1,1,-1,0,0,0,1,1,-1
6295,0,58,112,222785709_EZ014207.1_94-913,CUST_106_PI426245467,6259,0,1,-1,-1,1,-1,0,1,0
6296,0,40,132,222785709_EZ014207.1_94-913,CUST_107_PI426245467,9201,-1,-3,1,1,-2,3,-1,1,-2
6297,0,25,159,222785709_EZ014207.1_94-913,CUST_106_PI426245467,11729,-1,4,-4,-1,-1,0,-19,0,0
6298,0,42,2,222785719_EZ014217.1_1146-1295,CUST_6_PI426245467,8938,0,-1,-1,1,0,4,2,-2,0
6299,0,21,107,222785719_EZ014217.1_1146-1295,CUST_6_PI426245467,12411,1,1,1,1,2,0,-1,-1,-1
6300,0,12,112,222785719_EZ014217.1_1146-1295,CUST_6_PI426245467,13803,0,2,-1,2,-1,1,1,-1,0
6301,0,33,94,222785719_EZ014217.1_1617-1766,CUST_9_PI426245467,10368,2,1,-1,0,0,-1,-1,-1,-1
6302,0,5,98,222785719_EZ014217.1_1617-1766,CUST_9_PI426245467,14958,0,2,-1,0,-1,1,0,-1,-2
6303,0,9,129,222785719_EZ014217.1_1617-1766,CUST_9_PI426245467,14368,0,-1,-10,-1,0,1,1,-6,2
6304,0,51,49,222785719_EZ014217.1_32-1030,CUST_10_PI426245467,7520,2,-2,-1,-8,1,1,-2,1,0
6305,0,17,51,222785719_EZ014217.1_32-1030,CUST_10_PI426245467,13095,1,3,0,0,1,3,1,-2,4
6306,0,85,54,222785719_EZ014217.1_32-1030,CUST_11_PI426245467,1860,6,4,1,0,1,0,-2,0,2
6307,0,83,84,222785719_EZ014217.1_32-1030,CUST_12_PI426245467,2173,1,14,2,1,1,-1,-1,-4,0
6308,0,26,124,222785719_EZ014217.1_32-1030,CUST_12_PI426245467,11501,2,2,1,2,0,2,1,0,1
6309,0,94,130,222785719_EZ014217.1_32-1030,CUST_12_PI426245467,346,4,2,1,2,1,2,0,1,2
6310,0,61,138,222785719_EZ014217.1_32-1030,CUST_10_PI426245467,5754,2,3,1,1,-1,0,0,2,-5
6311,0,70,152,222785719_EZ014217.1_32-1030,CUST_11_PI426245467,4271,1,2,-1,-2,-1,1,0,2,0
6312,0,5,155,222785719_EZ014217.1_32-1030,CUST_11_PI426245467,15011,4,3,1,0,1,0,0,-2,2
6313,0,17,6,222785719_EZ014217.1_32-1766,CUST_111_PI426245467,13036,1,1,1,0,0,1,-1,-2,1
6314,0,42,19,222785719_EZ014217.1_32-1766,CUST_110_PI426245467,9011,1,-2,3,-2,2,0,-1,-1,0
6315,0,23,63,222785719_EZ014217.1_32-1766,CUST_110_PI426245467,12105,0,0,-4,0,0,1,1,0,-12
6316,0,29,108,222785719_EZ014217.1_32-1766,CUST_109_PI426245467,11017,0,7,-1,0,1,1,-1,0,1
6317,0,68,118,222785719_EZ014217.1_32-1766,CUST_111_PI426245467,4616,3,3,-1,0,-1,1,0,-1,-1
6318,0,79,123,222785719_EZ014217.1_32-1766,CUST_110_PI426245467,2891,1,1,-1,-1,0,1,0,1,2
6319,0,13,131,222785719_EZ014217.1_32-1766,CUST_109_PI426245467,13711,-1,2,-2,-2,1,-1,0,0,1
6320,0,78,147,222785719_EZ014217.1_32-1766,CUST_111_PI426245467,3043,0,3,-1,2,4,0,1,1,1
6321,0,78,160,222785719_EZ014217.1_32-1766,CUST_109_PI426245467,2955,-1,1,-1,1,-4,1,1,4,0
6322,0,3,121,222785724_EZ014222.1_405-524,CUST_93_PI426265159,15356,-12,7,1,1,1,-1,-1,2,-1
6323,0,33,124,222785724_EZ014222.1_405-524,CUST_93_PI426265159,10353,-1,5,2,-1,-1,0,0,2,1
6324,0,67,152,222785724_EZ014222.1_405-524,CUST_93_PI426265159,4763,2,4,0,0,0,-1,0,0,1
6325,0,33,1,222785746_EZ014228.1_62-880,CUST_43_PI426227495,10496,0,3,0,-1,0,1,0,-2,1
6326,0,46,7,222785746_EZ014228.1_62-880,CUST_43_PI426227495,8361,0,2,1,-2,1,1,-1,2,-2
6327,0,82,37,222785746_EZ014228.1_62-880,CUST_44_PI426227495,2442,-1,-2,0,2,1,3,0,1,0
6328,0,40,40,222785746_EZ014228.1_62-880,CUST_45_PI426227495,9247,27,40,4,-1,4,9,1,4,2
6329,0,42,75,222785746_EZ014228.1_62-880,CUST_44_PI426227495,8983,1,1,1,1,-2,1,2,0,-1
6330,0,85,93,222785746_EZ014228.1_62-880,CUST_45_PI426227495,1922,25,35,3,6,3,8,2,7,-1
6331,0,35,101,222785746_EZ014228.1_62-880,CUST_43_PI426227495,10118,0,5,1,-1,-2,-1,-1,2,-4
6332,0,67,142,222785746_EZ014228.1_62-880,CUST_45_PI426227495,4768,14,25,3,4,3,6,2,3,0
6333,0,80,161,222785746_EZ014228.1_62-880,CUST_44_PI426227495,2708,2,4,-1,2,0,2,0,-9,-2
6334,0,9,12,222785786_EZ014268.1_130-405,CUST_946_PI426227498,14345,3,0,-1,-11,0,0,0,0,1
6335,0,59,87,222785786_EZ014268.1_130-405,CUST_946_PI426227498,6189,0,2,2,1,2,0,-1,0,-1
6336,0,69,104,222785786_EZ014268.1_130-405,CUST_946_PI426227498,4459,-1,2,0,0,-1,3,1,-1,1
6337,0,82,34,222785786_EZ014268.1_130-757,CUST_949_PI426227498,2362,-8,2,2,1,-3,-2,0,0,-2
6338,0,60,45,222785786_EZ014268.1_130-757,CUST_949_PI426227498,6046,-2,-1,-1,2,0,4,-2,-5,0
6339,0,89,90,222785786_EZ014268.1_130-757,CUST_949_PI426227498,1186,1,3,0,1,1,3,2,-1,3
6340,0,33,23,222785786_EZ014268.1_218-355,CUST_952_PI426227498,10485,5,0,-1,-2,1,0,1,0,-3
6341,0,86,32,222785786_EZ014268.1_218-355,CUST_952_PI426227498,1707,2,0,1,0,1,3,1,0,-1
6342,0,57,130,222785786_EZ014268.1_218-355,CUST_952_PI426227498,6414,-2,-1,-1,-4,0,1,1,-4,2
6343,0,28,63,222785786_EZ014268.1_402-635,CUST_955_PI426227498,11285,1,-2,-1,0,-1,2,-1,0,0
6344,0,74,103,222785786_EZ014268.1_402-635,CUST_955_PI426227498,3721,0,2,0,-1,-1,-2,-3,1,0
6345,0,90,134,222785786_EZ014268.1_402-635,CUST_955_PI426227498,1000,2,4,2,0,1,-1,0,0,0
6346,0,87,101,222785786_EZ014268.1_418-675,CUST_958_PI426227498,1590,1,2,2,1,-1,2,-3,0,-9
6347,0,53,123,222785786_EZ014268.1_418-675,CUST_958_PI426227498,7155,1,1,1,0,0,-6,-1,1,3
6348,0,54,138,222785786_EZ014268.1_418-675,CUST_958_PI426227498,6902,0,-4,0,-6,0,1,0,1,0
6349,0,49,51,222785786_EZ014268.1_581-757,CUST_961_PI426227498,7847,0,3,-4,0,0,1,1,1,-3
6350,0,3,105,222785786_EZ014268.1_581-757,CUST_961_PI426227498,15364,1,8,0,-2,0,1,1,-3,1
6351,0,4,121,222785786_EZ014268.1_581-757,CUST_961_PI426227498,15192,-2,-2,0,-2,0,-4,0,3,-2
6352,0,76,62,222785800_EZ014282.1_163-987,CUST_47_PI426227890,3332,1,0,-1,1,0,2,-1,-1,-1
6353,0,85,76,222785800_EZ014282.1_163-987,CUST_48_PI426227890,1849,3,1,1,-4,0,3,-1,-1,1
6354,0,29,83,222785800_EZ014282.1_163-987,CUST_46_PI426227890,11111,0,0,1,-1,-1,0,1,-2,0
6355,0,86,91,222785800_EZ014282.1_163-987,CUST_48_PI426227890,1759,1,2,2,0,0,2,1,-2,0
6356,0,53,105,222785800_EZ014282.1_163-987,CUST_48_PI426227890,7164,1,0,-1,0,0,1,1,0,0
6357,0,76,108,222785800_EZ014282.1_163-987,CUST_46_PI426227890,3309,-3,-2,-1,1,2,2,0,-3,1
6358,0,85,112,222785800_EZ014282.1_163-987,CUST_47_PI426227890,1831,4,6,0,-2,2,1,2,-1,1
6359,0,59,144,222785800_EZ014282.1_163-987,CUST_47_PI426227890,6079,-2,2,-1,-2,1,2,1,2,-2
6360,0,91,146,222785800_EZ014282.1_163-987,CUST_46_PI426227890,830,0,3,0,-1,0,1,0,0,0
6361,0,62,44,222785801_EZ014283.1_6-1076,CUST_338_PI426227486,5637,2,5,0,0,1,-2,2,1,1
6362,0,6,66,222785801_EZ014283.1_6-1076,CUST_337_PI426227486,14810,0,2,-1,-1,1,2,1,-13,2
6363,0,89,74,222785801_EZ014283.1_6-1076,CUST_338_PI426227486,1194,3,2,-1,-3,2,2,-2,-4,-9
6364,0,14,90,222785801_EZ014283.1_6-1076,CUST_338_PI426227486,13486,1,0,-1,-1,-1,-1,-2,-14,2
6365,0,88,99,222785801_EZ014283.1_6-1076,CUST_337_PI426227486,1427,3,3,-1,1,2,0,-3,1,2
6366,0,41,109,222785801_EZ014283.1_6-1076,CUST_339_PI426227486,9130,2,1,0,0,-5,1,-1,-1,-1
6367,0,36,126,222785801_EZ014283.1_6-1076,CUST_339_PI426227486,9860,1,1,0,-2,1,1,0,-2,2
6368,0,1,140,222785801_EZ014283.1_6-1076,CUST_337_PI426227486,15593,2,8,-1,0,0,1,1,0,-1
6369,0,12,141,222785801_EZ014283.1_6-1076,CUST_339_PI426227486,13870,2,4,1,1,0,0,0,-1,0
6370,0,58,11,222785811_EZ014293.1_267-383,CUST_964_PI426227498,6391,-1,1,1,0,-1,-1,-1,-6,2
6371,0,66,37,222785811_EZ014293.1_267-383,CUST_964_PI426227498,5066,-1,1,-2,2,-1,1,0,-1,-4
6372,0,43,52,222785811_EZ014293.1_267-383,CUST_964_PI426227498,8749,4,3,0,2,0,-1,1,0,-2
6373,0,70,27,222785811_EZ014293.1_64-1033,CUST_965_PI426227498,4415,1,5,1,2,1,13,2,4,-6
6374,0,32,66,222785811_EZ014293.1_64-1033,CUST_966_PI426227498,10546,0,-3,-1,0,1,-1,1,0,-2
6375,0,9,83,222785811_EZ014293.1_64-1033,CUST_967_PI426227498,14391,-1,2,0,-1,1,-1,0,1,0
6376,0,40,114,222785811_EZ014293.1_64-1033,CUST_966_PI426227498,9210,1,5,0,0,0,-3,1,1,1
6377,0,7,121,222785811_EZ014293.1_64-1033,CUST_967_PI426227498,14700,-2,0,2,2,0,-14,0,0,1
6378,0,68,127,222785811_EZ014293.1_64-1033,CUST_965_PI426227498,4693,2,9,1,4,2,20,1,6,0
6379,0,64,137,222785811_EZ014293.1_64-1033,CUST_967_PI426227498,5344,1,1,-2,1,-1,2,1,-15,2
6380,0,69,153,222785811_EZ014293.1_64-1033,CUST_966_PI426227498,4516,2,5,1,1,0,0,0,0,-1
6381,0,72,154,222785811_EZ014293.1_64-1033,CUST_965_PI426227498,3942,-3,9,1,3,1,12,1,1,4
6382,0,60,15,222785811_EZ014293.1_64-615,CUST_970_PI426227498,6061,0,4,0,0,1,-3,1,0,4
6383,0,61,32,222785811_EZ014293.1_64-615,CUST_968_PI426227498,5807,2,2,2,2,0,0,0,1,-2
6384,0,26,35,222785811_EZ014293.1_64-615,CUST_968_PI426227498,11627,-1,3,-1,1,-1,0,0,2,1
6385,0,54,57,222785811_EZ014293.1_64-615,CUST_970_PI426227498,7024,0,1,-2,1,-2,1,2,0,2
6386,0,1,112,222785811_EZ014293.1_64-615,CUST_970_PI426227498,15607,0,2,1,1,0,1,0,0,17
6387,0,79,149,222785811_EZ014293.1_64-615,CUST_968_PI426227498,2878,1,5,-1,0,2,4,-1,1,1
6388,0,71,7,222785811_EZ014293.1_875-1033,CUST_973_PI426227498,4261,0,2,-5,-2,-3,-1,2,1,-1
6389,0,66,46,222785811_EZ014293.1_875-1033,CUST_973_PI426227498,4980,0,2,0,-1,1,-4,-2,-7,2
6390,0,24,134,222785811_EZ014293.1_875-1033,CUST_973_PI426227498,11824,1,3,0,1,-1,1,3,0,3
6391,0,2,23,222785819_EZ014301.1_40-1167,CUST_35_PI426266278,15569,2,3,0,1,1,1,0,1,1
6392,0,83,46,222785819_EZ014301.1_40-1167,CUST_34_PI426266278,2192,-3,5,0,1,1,1,1,-1,2
6393,0,32,48,222785819_EZ014301.1_40-1167,CUST_34_PI426266278,10555,-5,0,-2,0,0,-1,-7,-1,-1
6394,0,50,63,222785819_EZ014301.1_40-1167,CUST_34_PI426266278,7677,3,0,1,0,0,1,-1,2,-5
6395,0,63,66,222785819_EZ014301.1_40-1167,CUST_36_PI426266278,5462,-2,-2,-1,-2,2,1,-1,-1,0
6396,0,1,80,222785819_EZ014301.1_40-1167,CUST_36_PI426266278,15623,-1,2,0,0,0,1,1,1,2
6397,0,80,94,222785819_EZ014301.1_40-1167,CUST_36_PI426266278,2660,-7,2,0,0,0,2,-2,1,0
6398,0,88,115,222785819_EZ014301.1_40-1167,CUST_35_PI426266278,1419,1,1,-2,0,-1,0,-1,2,3
6399,0,87,154,222785819_EZ014301.1_40-1167,CUST_35_PI426266278,1482,3,-4,-1,1,1,1,-5,-6,2
6400,0,13,82,222785840_EZ014322.1_5-214,CUST_48_PI426227495,13654,-3,-2,2,-2,-1,0,-2,-1,2
